company_name,year,cik,name,ticker,filingDate,reportDate,form,accessionNumber,primaryDocument,secIndexUrl,interactiveDataUrl,xbrlUrl
costco,2023,909832,COSTCO WHOLESALE CORP /NEW,COST,2023-10-11,2023-09-03,10-K,0000909832-23-000042,cost-20230903.htm,https://www.sec.gov/Archives/edgar/data/0000909832/000090983223000042/0000909832-23-000042-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=909832&accession_number=0000909832-23-000042&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/cost-20230903_htm.xml
costco,2022,909832,COSTCO WHOLESALE CORP /NEW,COST,2022-10-05,2022-08-28,10-K,0000909832-22-000021,cost-20220828.htm,https://www.sec.gov/Archives/edgar/data/0000909832/000090983222000021/0000909832-22-000021-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=909832&accession_number=0000909832-22-000021&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/909832/000090983222000021/cost-20220828_htm.xml
costco,2021,909832,COSTCO WHOLESALE CORP /NEW,COST,2021-10-06,2021-08-29,10-K,0000909832-21-000014,cost-20210829.htm,https://www.sec.gov/Archives/edgar/data/0000909832/000090983221000014/0000909832-21-000014-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=909832&accession_number=0000909832-21-000014&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/909832/000090983221000014/cost-20210829_htm.xml
costco,2020,909832,COSTCO WHOLESALE CORP /NEW,COST,2020-10-07,2020-08-30,10-K,0000909832-20-000017,cost-20200830.htm,https://www.sec.gov/Archives/edgar/data/0000909832/000090983220000017/0000909832-20-000017-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=909832&accession_number=0000909832-20-000017&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/909832/000090983220000017/cost-20200830_htm.xml
costco,2019,909832,COSTCO WHOLESALE CORP /NEW,COST,2019-10-11,2019-09-01,10-K,0000909832-19-000019,cost10k9119.htm,https://www.sec.gov/Archives/edgar/data/0000909832/000090983219000019/0000909832-19-000019-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=909832&accession_number=0000909832-19-000019&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/909832/000090983219000019/cost-20190901.xml
bjs,2024,1531152,"BJ's Wholesale Club Holdings, Inc.",BJ,2024-03-18,2024-02-03,10-K,0001531152-24-000026,bj-20240203.htm,https://www.sec.gov/Archives/edgar/data/0001531152/000153115224000026/0001531152-24-000026-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=1531152&accession_number=0001531152-24-000026&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/1531152/000153115224000026/bj-20240203_htm.xml
bjs,2023,1531152,"BJ's Wholesale Club Holdings, Inc.",BJ,2023-03-16,2023-01-28,10-K,0001531152-23-000026,bj-20230128.htm,https://www.sec.gov/Archives/edgar/data/0001531152/000153115223000026/0001531152-23-000026-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=1531152&accession_number=0001531152-23-000026&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/1531152/000153115223000026/bj-20230128_htm.xml
bjs,2022,1531152,"BJ's Wholesale Club Holdings, Inc.",BJ,2022-03-17,2022-01-29,10-K,0001531152-22-000007,bj-20220129.htm,https://www.sec.gov/Archives/edgar/data/0001531152/000153115222000007/0001531152-22-000007-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=1531152&accession_number=0001531152-22-000007&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/1531152/000153115222000007/bj-20220129_htm.xml
bjs,2021,1531152,"BJ's Wholesale Club Holdings, Inc.",BJ,2021-03-19,2021-01-30,10-K,0001437749-21-006555,bj20201001_10k.htm,https://www.sec.gov/Archives/edgar/data/0001531152/000143774921006555/0001437749-21-006555-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=1531152&accession_number=0001437749-21-006555&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/1531152/000143774921006555/bj20201001_10k_htm.xml
bjs,2020,1531152,"BJ's Wholesale Club Holdings, Inc.",BJ,2020-03-19,2020-02-01,10-K,0001531152-20-000014,bj-20200201x10k.htm,https://www.sec.gov/Archives/edgar/data/0001531152/000153115220000014/0001531152-20-000014-index.html,https://www.sec.gov/cgi-bin/viewer?action=view&cik=1531152&accession_number=0001531152-20-000014&xbrl_type=v,https://www.sec.gov/Archives/edgar/data/1531152/000153115220000014/bj-20200201x10k_htm.xml
