company_name,year,Net Revenue,Cost of Goods,SG&A,Operating Profit,Net Profit,Inventory,Current Assets,Total Assets,Current Liabilities,Total Shareholder Equity,Total Liabilities and Shareholder Equity
gap,2024,14889000.0,9114000.0,5215000.0,560000.0,502000.0,1995000.0,4395000.0,11044000.0,3096000.0,2595000.0,11044000.0
gap,2023,15616000.0,10257000.0,5428000.0,-69000.0,-202000.0,2389000.0,4617000.0,11386000.0,3256000.0,2233000.0,11386000.0
gap,2022,16670000.0,10033000.0,5827000.0,810000.0,256000.0,3018000.0,5165000.0,12761000.0,4077000.0,2722000.0,12761000.0
gap,2021,13800000.0,9095000.0,5567000.0,-862000.0,-665000.0,2451000.0,6008000.0,13769000.0,3884000.0,2614000.0,13769000.0
gap,2020,16383000.0,10250000.0,5559000.0,574000.0,351000.0,2156000.0,4516000.0,13679000.0,3209000.0,3316000.0,13679000.0
gap,2019,16580000.0,10258000.0,4960000.0,1362000.0,1003000.0,2131000.0,4251000.0,8049000.0,2174000.0,3553000.0,8049000.0
levi,2024,6179000.0,2663300.0,3072200.0,353300.0,249600.0,1290100.0,2637600.0,6053600.0,1787500.0,2046400.0,6053600.0
levi,2023,6168600.0,2619800.0,2893200.0,646500.0,569100.0,1416800.0,2827900.0,6037800.0,1981600.0,1903700.0,6037800.0
levi,2022,5763936.0,2417225.0,2652213.0,686211.0,553541.0,897950.0,2709901.0,5900069.0,1869618.0,1665661.0,5900069.0
levi,2021,4452609.0,2099685.0,2347628.0,-85119.0,-127141.0,817692.0,3126241.0,5641241.0,1548882.0,1299475.0,5641241.0
levi,2020,5763087.0,2661714.0,2534698.0,566675.0,394612.0,884192.0,2870186.0,4232418.0,1167204.0,1571557.0,4232418.0
levi,2019,5575440.0,2577465.0,2460915.0,537060.0,283142.0,883773.0,2288059.0,3542660.0,1052199.0,667459.0,3542660.0
dicks,2024,12984400.0,8450664.0,3204108.0,1282365.0,1046519.0,2848797.0,4890049.0,9311752.0,2752394.0,2617281.0,9311752.0
dicks,2023,12368200.0,8083640.0,2805462.0,1463019.0,1043138.0,2830917.0,4963186.0,8992196.0,2641446.0,2524623.0,8992196.0
dicks,2022,12293400.0,7581482.0,2664083.0,2034503.0,1519871.0,2297609.0,5106656.0,9041676.0,2712680.0,2101586.0,9041676.0
dicks,2021,9584000.0,6533312.0,2298534.0,741477.0,530251.0,1953568.0,3759650.0,7752859.0,2550198.0,2339534.0,7752859.0
dicks,2020,8750700.0,6196185.0,2173677.0,375613.0,297462.0,2202275.0,2410016.0,6628560.0,2076474.0,1731598.0,6628560.0
dicks,2019,8436570.0,5998788.0,1986576.0,444733.0,319864.0,1824696.0,2122398.0,4187149.0,1504639.0,1904161.0,4187149.0
academy_sports,2024,6159291.0,4049080.0,1432356.0,677855.0,519190.0,1194159.0,1644900.0,4676713.0,879858.0,1954650.0,4676713.0
academy_sports,2023,6395073.0,4182571.0,1365953.0,846549.0,628001.0,1283517.0,1686675.0,4595439.0,1038716.0,1628306.0,4595439.0
academy_sports,2022,6773128.0,4422033.0,1443148.0,907947.0,671381.0,1171808.0,1715747.0,4584940.0,1127110.0,1466946.0,4584940.0
academy_sports,2021,5689233.0,3955188.0,1313647.0,420398.0,308764.0,990034.0,1415020.0,4384482.0,1167093.0,1111983.0,4384482.0
best_buy,2024,43452000.0,33849000.0,7876000.0,1574000.0,1241000.0,4958000.0,7897000.0,14967000.0,7909000.0,3053000.0,14967000.0
best_buy,2023,46298000.0,36386000.0,7970000.0,1795000.0,1419000.0,5140000.0,8802000.0,15803000.0,8979000.0,2795000.0,15803000.0
best_buy,2022,51761000.0,40121000.0,8635000.0,3039000.0,2454000.0,5965000.0,10539000.0,17504000.0,10674000.0,3020000.0,17504000.0
best_buy,2021,47262000.0,36689000.0,7928000.0,2391000.0,1798000.0,5612000.0,12540000.0,19067000.0,10521000.0,4587000.0,19067000.0
best_buy,2020,43638000.0,33590000.0,7998000.0,2009000.0,1541000.0,5174000.0,8857000.0,15591000.0,8060000.0,3479000.0,15591000.0
best_buy,2019,42879000.0,32918000.0,8015000.0,1900000.0,1464000.0,5409000.0,8870000.0,12901000.0,7513000.0,3306000.0,12901000.0
yeti,2024,1658713.0,715527.0,717728.0,225458.0,169885.0,337208.0,914405.0,1297192.0,398353.0,723610.0,1297192.0
yeti,2023,1410989.0,594876.0,541175.0,274938.0,212602.0,318864.0,770167.0,1096364.0,403713.0,517823.0,1096364.0
yeti,2022,1410989.0,594876.0,541175.0,274938.0,212602.0,318864.0,770167.0,1096364.0,403713.0,517823.0,1096364.0
yeti,2021,1091721.0,462918.0,414570.0,214233.0,155801.0,140111.0,476497.0,737067.0,287759.0,288418.0,737067.0
yeti,2020,913734.0,438420.0,385543.0,89771.0,50434.0,185700.0,360547.0,629539.0,170312.0,122005.0,629539.0
yeti,2019,778833.0,395705.0,280972.0,102156.0,57763.0,145423.0,297013.0,514213.0,187338.0,28971.0,514213.0
rh,2024,3029126.0,1640107.0,1022948.0,366071.0,127561.0,754126.0,1101902.0,4143897.0,872868.0,-297394.0,4143897.0
