company_name,year,reportDate,Net Revenue,Cost of Goods,SG&A,Operating Profit,Net Profit,Inventory,Current Assets,Total Assets,Current Liabilities,Total Shareholder Equity,Total Liabilities and Shareholder Equity
Kroger,2024,2024-01-31,150039000.0,116675000.0,891000.0,3096000.0,2164000.0,7105000.0,12948000.0,50505000.0,16058000.0,11615000.0,38904000.0
Kroger,2023,2023-01-31,148258000.0,116480000.0,839000.0,4126000.0,2244000.0,7560000.0,12670000.0,49623000.0,17238000.0,10042000.0,39609000.0
Kroger,2022,2022-01-31,137888000.0,107539000.0,845000.0,3477000.0,1655000.0,6783000.0,12174000.0,49086000.0,16323000.0,9452000.0,39657000.0
Kroger,2021,2021-01-31,132498000.0,101597000.0,874000.0,2780000.0,2585000.0,7063000.0,12503000.0,48662000.0,15366000.0,9576000.0,39112000.0
Albertsons,2024,2024-02-29,79237700.0,57192000.0,19932900.0,2112800.0,1296000.0,4945200.0,6287500.0,26221100.0,7457700.0,2747500.0,23473600.0
Albertsons,2023,2023-02-28,77649700.0,55894100.0,19596000.0,2159600.0,1513500.0,4782000.0,6270400.0,26168200.0,8428800.0,1656400.0,24511800.0
Albertsons,2022,2022-02-28,71887000.0,51164600.0,18300500.0,2421900.0,1619600.0,4500800.0,8366400.0,28123000.0,8348500.0,3705700.0,24417300.0
Albertsons,2021,2021-02-28,69690400.0,49275900.0,18835800.0,1578700.0,850200.0,4301300.0,6988000.0,26598000.0,6832200.0,2168600.0,24429400.0
Walgreens,2024,2024-08-31,147658000.0,121134000.0,28113000.0,-1589000.0,-8636000.0,8320000.0,18335000.0,81037000.0,26953000.0,10446000.0,68856000.0
Walgreens,2023,2023-08-31,139081000.0,112009000.0,34205000.0,-7133000.0,-3080000.0,8257000.0,15503000.0,96628000.0,24535000.0,20021000.0,68138000.0
Walgreens,2022,2022-08-31,132703000.0,104437000.0,27295000.0,970000.0,4337000.0,8353000.0,16902000.0,90124000.0,22583000.0,25275000.0,59716000.0
Walgreens,2021,2021-08-31,132509000.0,104442000.0,24586000.0,3481000.0,2542000.0,8159000.0,15814000.0,81285000.0,22054000.0,23419000.0,57145000.0
CVS,2024,2023-12-31,357776000.0,303345000.0,14599000.0,8344000.0,18025000.0,67858000.0,249728000.0,79189000.0,76461000.0,173092000.0
CVS,2023,2022-12-31,322467000.0,267965000.0,16290000.0,4311000.0,19090000.0,65633000.0,228275000.0,69421000.0,71469000.0,156506000.0
CVS,2022,2021-12-31,292111000.0,239991000.0,15099000.0,8001000.0,17760000.0,60008000.0,232999000.0,67807000.0,75075000.0,157618000.0
CVS,2021,2020-12-31,268706000.0,219660000.0,13911000.0,7179000.0,18496000.0,56369000.0,230715000.0,62017000.0,69389000.0,161014000.0
Louis Vuitton,2024,2023-12-31,86153000.0,26876000.0,36482000.0,22781000.0,15174000.0,22952000.0,43710000.0,143694000.0,33145000.0,61017000.0,80993000.0
Louis Vuitton,2023,2022-12-31,79183000.0,24988000.0,33178000.0,21014000.0,14084000.0,20319000.0,39740000.0,134646000.0,31543000.0,55111000.0,78042000.0
Louis Vuitton,2022,2021-12-31,64215000.0,20355000.0,26722000.0,17122000.0,12036000.0,16548000.0,34301000.0,125311000.0,27989000.0,47119000.0,76402000.0
Louis Vuitton,2021,2020-12-31,44651000.0,15871000.0,20433000.0,8312000.0,4702000.0,13015000.0,39973000.0,108671000.0,25318000.0,37412000.0,69842000.0
Inditex/Zara,2024,2024-01-31,35947000.0,15186000.0,3368000.0,6913000.0,5381000.0,2966000.0,16016000.0,32735000.0,8937000.0,18642000.0,14063000.0
Inditex/Zara,2023,2023-01-31,32569000.0,14011000.0,3105000.0,5894000.0,4130000.0,3191000.0,14639000.0,29983000.0,8137000.0,17008000.0,12950000.0
Inditex/Zara,2022,2022-01-31,27716000.0,11902000.0,3030000.0,4282000.0,3243000.0,3042000.0,13602000.0,28945000.0,8030000.0,15733000.0,13186000.0
Inditex/Zara,2021,2021-01-31,20402000.0,9013000.0,2422000.0,1507000.0,1106000.0,2321000.0,10957000.0,26418000.0,6338000.0,14520000.0,11868000.0
H&M,2024,2023-11-30,236035000.0,115139000.0,107330000.0,13566000.0,8752000.0,37358000.0,80529000.0,181273000.0,67927000.0,47519000.0,133672000.0
H&M,2023,2022-11-30,223553000.0,110183000.0,105932000.0,7438000.0,3566000.0,42495000.0,79523000.0,182048000.0,68335000.0,50757000.0,131291000.0
H&M,2022,2021-11-30,198967000.0,93961000.0,89751000.0,15255000.0,11010000.0,37306000.0,78986000.0,179781000.0,60997000.0,60018000.0,119763000.0
H&M,2021,2020-11-30,187031000.0,93487000.0,90445000.0,3099000.0,1243000.0,38209000.0,65358000.0,174371000.0,56257000.0,54623000.0,119748000.0
Adidas,2024,2023-12-31,21427000.0,11244000.0,9914000.0,279000.0,-75000.0,4525000.0,9809000.0,18020000.0,8043000.0,4580000.0,13095000.0
Adidas,2023,2022-12-31,22511000.0,11867000.0,10015000.0,729000.0,612000.0,5973000.0,11732000.0,20296000.0,9257000.0,4991000.0,14945000.0
Adidas,2022,2021-12-31,21234000.0,10469000.0,8810000.0,1989000.0,2116000.0,4009000.0,13944000.0,22137000.0,8965000.0,7519000.0,14300000.0
Adidas,2021,2020-12-31,18435000.0,9213000.0,8353000.0,853000.0,432000.0,4397000.0,12154000.0,21053000.0,8827000.0,6454000.0,14362000.0
Aritzia,2024,2024-02-29,2332350.0,1433369.0,740567.0,158414.0,78780.0,340145.0,566220.0,1946133.0,403432.0,807495.0,1138638.0
Aritzia,2023,2023-02-28,2195630.0,1281638.0,626838.0,287154.0,187588.0,467634.0,611848.0,1836543.0,417300.0,685787.0,1150756.0
Aritzia,2022,2022-02-28,1494630.0,839678.0,418933.0,236019.0,156917.0,208125.0,521536.0,1424586.0,387325.0,530811.0,893775.0
Aritzia,2021,2021-02-28,857323.0,544818.0,261417.0,51088.0,19227.0,171821.0,355341.0,1140737.0,249195.0,360263.0,780474.0
Ahold Delhaize,2024,2023-12-31,88649000.0,64880000.0,21422000.0,2347000.0,1874000.0,4584000.0,11463000.0,47821000.0,15610000.0,14755000.0,33066000.0
Ahold Delhaize,2023,2022-12-31,86984000.0,63689000.0,20190000.0,3105000.0,2546000.0,4612000.0,10818000.0,48555000.0,15082000.0,15405000.0,33150000.0
Ahold Delhaize,2022,2021-12-31,75600000.0,54916000.0,17896000.0,2789000.0,2246000.0,3727000.0,9584000.0,45712000.0,14179000.0,13720000.0,31992000.0
Ahold Delhaize,2021,2020-12-31,74736000.0,54160000.0,18855000.0,1720000.0,1397000.0,3245000.0,8928000.0,40692000.0,12812000.0,12432000.0,28260000.0
ASOS,2024,2024-08-31,2905800.0,1743300.0,1496400.0,-331900.0,-338700.0,520300.0,1146400.0,2271200.0,714000.0,521300.0,1749900.0
ASOS,2023,2023-08-31,3549500.0,2090500.0,1709500.0,-248500.0,-223100.0,768000.0,1234500.0,2625600.0,715200.0,866700.0,1758900.0
ASOS,2022,2022-08-31,3936500.0,2219000.0,1694000.0,33400.0,-30800.0,1078400.0,1554000.0,2996900.0,1040000.0,1014900.0,1982000.0
ASOS,2021,2021-08-31,3910500.0,2134100.0,1586300.0,190100.0,128400.0,807100.0,1559700.0,2884500.0,998000.0,1034000.0,1850500.0
